interaction_id,customer_id,service_id,service_name,date,season,rating,urgency_score,days_since_last_service,completed,repeat_booking
I02220,C0492,S09,Preventive Maintenance Plan,2024-08-31,summer,5,7,421,False,False
I02221,C0242,S01,General Pest Control,2024-03-31,spring,4,7,682,True,True
I02222,C0426,S07,Ant & Cockroach Treatment,2025-03-30,spring,5,7,698,True,True
I02223,C0307,S09,Preventive Maintenance Plan,2025-09-04,fall,4,5,473,False,False
I02224,C0051,S03,Termite Treatment,2026-01-06,winter,3,7,582,True,False
I02225,C0020,S01,General Pest Control,2023-08-16,summer,5,6,617,True,True
I02226,C0443,S08,Commercial Pest Management,2024-10-21,fall,5,5,220,True,True
I02227,C0229,S01,General Pest Control,2023-07-12,summer,4,5,438,True,False
I02228,C0247,S01,General Pest Control,2025-09-16,fall,4,7,454,True,True
I02229,C0001,S02,Termite Inspection,2025-12-14,winter,4,7,643,True,True
I02230,C0432,S05,Rodent Control,2024-06-15,summer,5,6,95,True,True
I02231,C0314,S08,Commercial Pest Management,2024-08-24,summer,3,7,501,True,False
I02232,C0173,S05,Rodent Control,2026-01-20,winter,5,5,601,True,False
I02233,C0068,S02,Termite Inspection,2023-09-23,fall,3,6,485,True,True
I02234,C0324,S08,Commercial Pest Management,2024-01-31,winter,4,6,719,True,False
I02235,C0261,S01,General Pest Control,2023-11-11,fall,3,5,615,True,False
I02236,C0419,S02,Termite Inspection,2025-03-31,spring,3,6,572,True,False
I02237,C0460,S08,Commercial Pest Management,2025-03-19,spring,4,7,492,True,False
I02238,C0345,S04,Bed Bug Treatment,2024-05-11,spring,4,8,608,True,True
I02239,C0140,S08,Commercial Pest Management,2024-10-08,fall,4,6,320,True,False
I02240,C0159,S06,Scorpion Control,2026-03-28,spring,2,7,417,False,False
I02241,C0188,S01,General Pest Control,2026-01-01,winter,4,5,435,True,False
I02242,C0297,S09,Preventive Maintenance Plan,2025-09-26,fall,4,7,440,True,False
I02243,C0177,S07,Ant & Cockroach Treatment,2024-12-05,winter,4,7,458,True,False
I02244,C0013,S06,Scorpion Control,2025-04-16,spring,5,7,678,True,True
I02245,C0178,S03,Termite Treatment,2024-05-19,spring,5,7,431,True,False
I02246,C0449,S07,Ant & Cockroach Treatment,2026-03-25,spring,3,5,490,False,False
I02247,C0209,S02,Termite Inspection,2025-08-29,summer,3,7,325,True,True
I02248,C0119,S01,General Pest Control,2023-10-12,fall,4,5,130,True,True
I02249,C0045,S03,Termite Treatment,2024-09-02,fall,4,9,458,True,True
I02250,C0106,S06,Scorpion Control,2025-07-03,summer,4,7,545,True,False
I02251,C0141,S09,Preventive Maintenance Plan,2023-12-21,winter,4,5,53,True,False
I02252,C0220,S07,Ant & Cockroach Treatment,2023-10-18,fall,4,5,409,True,False
I02253,C0225,S09,Preventive Maintenance Plan,2024-07-18,summer,3,6,699,True,False
I02254,C0125,S01,General Pest Control,2024-05-24,spring,4,7,407,True,True
I02255,C0166,S01,General Pest Control,2026-05-04,spring,4,5,234,True,False
I02256,C0400,S06,Scorpion Control,2025-03-03,spring,4,5,500,True,True
I02257,C0121,S03,Termite Treatment,2023-07-30,summer,5,8,277,True,False
I02258,C0413,S06,Scorpion Control,2024-04-06,spring,4,5,369,True,False
I02259,C0221,S08,Commercial Pest Management,2026-01-08,winter,4,4,101,True,True
I02260,C0420,S05,Rodent Control,2023-05-24,spring,3,6,511,True,True
I02261,C0154,S03,Termite Treatment,2025-08-04,summer,3,10,296,True,True
I02262,C0489,S10,Emergency Pest Response,2025-12-15,winter,4,7,54,True,True
I02263,C0195,S08,Commercial Pest Management,2024-07-28,summer,5,5,329,True,True
I02264,C0186,S05,Rodent Control,2025-01-01,winter,3,7,553,True,False
I02265,C0252,S03,Termite Treatment,2024-03-18,spring,4,7,157,True,True
I02266,C0137,S08,Commercial Pest Management,2023-09-12,fall,5,6,144,True,False
I02267,C0378,S05,Rodent Control,2024-11-06,fall,5,5,377,True,True
I02268,C0382,S02,Termite Inspection,2023-12-31,winter,3,8,687,True,True
I02269,C0093,S09,Preventive Maintenance Plan,2024-10-24,fall,4,5,533,True,False
I02270,C0343,S03,Termite Treatment,2025-10-06,fall,3,9,491,True,False
I02271,C0066,S02,Termite Inspection,2024-03-29,spring,4,5,66,True,True
I02272,C0055,S02,Termite Inspection,2024-07-17,summer,5,10,401,True,True
I02273,C0070,S10,Emergency Pest Response,2025-08-16,summer,3,8,192,True,False
I02274,C0394,S02,Termite Inspection,2025-02-25,winter,3,4,161,True,False
I02275,C0474,S09,Preventive Maintenance Plan,2025-11-21,fall,4,6,293,True,False
I02276,C0352,S02,Termite Inspection,2025-09-18,fall,5,6,42,True,False
I02277,C0316,S03,Termite Treatment,2024-06-04,summer,2,10,559,False,False
I02278,C0412,S08,Commercial Pest Management,2025-01-13,winter,4,7,631,True,False
I02279,C0355,S03,Termite Treatment,2025-06-04,summer,5,10,526,True,False
I02280,C0164,S09,Preventive Maintenance Plan,2025-12-09,winter,5,6,44,False,True
I02281,C0266,S03,Termite Treatment,2023-10-20,fall,4,6,346,True,False
I02282,C0067,S09,Preventive Maintenance Plan,2024-09-26,fall,5,5,695,True,True
I02283,C0171,S07,Ant & Cockroach Treatment,2024-12-31,winter,5,5,683,True,False
I02284,C0051,S03,Termite Treatment,2023-08-09,summer,3,10,263,True,True
I02285,C0495,S06,Scorpion Control,2024-02-12,winter,5,7,438,True,False
I02286,C0324,S07,Ant & Cockroach Treatment,2026-02-04,winter,5,7,577,True,False
I02287,C0075,S01,General Pest Control,2023-08-22,summer,4,5,87,True,True
I02288,C0132,S08,Commercial Pest Management,2023-08-16,summer,4,5,696,True,False
I02289,C0146,S06,Scorpion Control,2024-01-01,winter,5,4,211,True,False
I02290,C0166,S07,Ant & Cockroach Treatment,2025-04-13,spring,4,4,95,True,False
I02291,C0323,S02,Termite Inspection,2023-07-27,summer,3,7,263,True,False
I02292,C0410,S05,Rodent Control,2025-10-26,fall,4,5,82,True,False
I02293,C0276,S02,Termite Inspection,2023-05-27,spring,3,5,519,True,True
I02294,C0224,S05,Rodent Control,2024-03-08,spring,4,6,642,True,False
I02295,C0148,S01,General Pest Control,2023-09-03,fall,4,5,470,True,False
I02296,C0146,S03,Termite Treatment,2024-04-25,spring,3,10,680,True,False
I02297,C0160,S10,Emergency Pest Response,2024-02-26,winter,3,7,287,True,False
I02298,C0019,S05,Rodent Control,2024-02-12,winter,4,6,556,False,True
I02299,C0365,S02,Termite Inspection,2025-08-26,summer,3,8,574,True,True
I02300,C0106,S06,Scorpion Control,2023-10-29,fall,5,4,144,True,True
I02301,C0177,S02,Termite Inspection,2024-12-10,winter,4,6,551,True,True
I02302,C0022,S07,Ant & Cockroach Treatment,2025-10-21,fall,4,5,126,True,True
I02303,C0272,S07,Ant & Cockroach Treatment,2023-10-27,fall,4,4,217,True,False
I02304,C0373,S03,Termite Treatment,2025-02-28,winter,3,8,357,True,False
I02305,C0151,S07,Ant & Cockroach Treatment,2025-07-07,summer,4,5,654,True,True
I02306,C0247,S09,Preventive Maintenance Plan,2023-11-15,fall,4,4,205,True,True
I02307,C0235,S01,General Pest Control,2023-10-21,fall,3,6,558,True,False
I02308,C0156,S01,General Pest Control,2026-01-21,winter,3,5,299,False,True
I02309,C0279,S09,Preventive Maintenance Plan,2023-08-25,summer,4,5,409,True,False
I02310,C0460,S03,Termite Treatment,2026-03-14,spring,5,8,345,True,False
I02311,C0310,S06,Scorpion Control,2024-08-18,summer,5,7,35,True,True
I02312,C0098,S01,General Pest Control,2025-07-11,summer,4,6,497,True,True
I02313,C0300,S07,Ant & Cockroach Treatment,2023-08-26,summer,4,6,243,True,False
I02314,C0351,S03,Termite Treatment,2024-03-02,spring,3,9,421,True,False
I02315,C0379,S08,Commercial Pest Management,2024-03-30,spring,3,6,250,True,False
I02316,C0268,S02,Termite Inspection,2023-07-27,summer,4,8,363,True,True
I02317,C0467,S08,Commercial Pest Management,2025-07-06,summer,4,5,511,False,False
I02318,C0225,S09,Preventive Maintenance Plan,2024-01-31,winter,3,5,285,False,True
I02319,C0415,S06,Scorpion Control,2025-11-05,fall,5,4,90,True,True
I02320,C0414,S03,Termite Treatment,2025-05-04,spring,4,7,321,True,False
I02321,C0361,S09,Preventive Maintenance Plan,2024-07-13,summer,5,5,105,True,True
I02322,C0170,S09,Preventive Maintenance Plan,2024-08-15,summer,4,6,633,True,True
I02323,C0279,S04,Bed Bug Treatment,2024-04-20,spring,4,7,478,True,False
I02324,C0215,S05,Rodent Control,2025-08-14,summer,5,6,328,True,True
I02325,C0118,S09,Preventive Maintenance Plan,2023-12-07,winter,4,6,99,True,False
I02326,C0155,S09,Preventive Maintenance Plan,2025-11-08,fall,3,7,486,True,True
I02327,C0042,S02,Termite Inspection,2023-09-17,fall,3,5,509,True,False
I02328,C0074,S06,Scorpion Control,2024-04-21,spring,4,6,291,True,False
I02329,C0436,S01,General Pest Control,2023-08-11,summer,3,6,152,True,False
I02330,C0096,S01,General Pest Control,2026-03-18,spring,5,5,571,True,False
I02331,C0126,S03,Termite Treatment,2023-06-24,summer,4,10,46,True,True
I02332,C0272,S07,Ant & Cockroach Treatment,2024-03-19,spring,4,6,581,True,True
I02333,C0229,S03,Termite Treatment,2023-07-03,summer,4,10,98,True,False
I02334,C0404,S02,Termite Inspection,2025-05-28,spring,4,6,192,True,False
I02335,C0434,S02,Termite Inspection,2025-06-14,summer,4,9,509,True,False
I02336,C0270,S06,Scorpion Control,2023-11-01,fall,4,5,313,True,False
I02337,C0335,S08,Commercial Pest Management,2024-11-11,fall,4,6,185,True,False
I02338,C0353,S03,Termite Treatment,2023-11-02,fall,5,7,472,True,False
I02339,C0263,S03,Termite Treatment,2024-05-21,spring,5,9,668,True,True
I02340,C0393,S02,Termite Inspection,2023-06-08,summer,4,8,258,True,False
I02341,C0113,S03,Termite Treatment,2024-11-10,fall,3,10,498,True,True
I02342,C0036,S04,Bed Bug Treatment,2025-11-10,fall,3,7,620,True,False
I02343,C0053,S01,General Pest Control,2025-03-07,spring,5,4,345,False,True
I02344,C0290,S01,General Pest Control,2023-09-08,fall,5,6,160,True,True
I02345,C0284,S02,Termite Inspection,2023-06-05,summer,4,6,352,True,True
I02346,C0379,S10,Emergency Pest Response,2023-10-10,fall,4,6,268,True,False
I02347,C0318,S01,General Pest Control,2026-01-09,winter,4,5,480,True,True
I02348,C0047,S08,Commercial Pest Management,2025-05-26,spring,3,5,243,True,False
I02349,C0305,S04,Bed Bug Treatment,2024-02-03,winter,4,6,233,True,False
I02350,C0471,S09,Preventive Maintenance Plan,2026-05-02,spring,3,7,548,True,True
I02351,C0388,S01,General Pest Control,2025-12-05,winter,5,4,244,True,True
I02352,C0147,S10,Emergency Pest Response,2024-05-29,spring,4,7,455,True,True
I02353,C0480,S02,Termite Inspection,2025-07-01,summer,3,9,549,False,True
I02354,C0241,S01,General Pest Control,2024-09-05,fall,4,6,419,True,False
I02355,C0394,S09,Preventive Maintenance Plan,2024-03-17,spring,5,6,393,True,False
I02356,C0238,S09,Preventive Maintenance Plan,2024-12-18,winter,4,4,337,False,False
I02357,C0453,S01,General Pest Control,2025-08-10,summer,4,6,689,False,True
I02358,C0013,S08,Commercial Pest Management,2023-06-23,summer,4,4,361,True,True
I02359,C0332,S02,Termite Inspection,2023-05-09,spring,4,5,608,True,False
I02360,C0429,S09,Preventive Maintenance Plan,2024-10-17,fall,4,6,92,True,False
I02361,C0223,S09,Preventive Maintenance Plan,2025-01-08,winter,4,6,706,True,False
I02362,C0196,S02,Termite Inspection,2025-02-07,winter,5,5,561,True,True
I02363,C0195,S09,Preventive Maintenance Plan,2023-12-23,winter,4,5,215,True,True
I02364,C0306,S03,Termite Treatment,2025-08-30,summer,4,10,343,True,False
I02365,C0148,S09,Preventive Maintenance Plan,2024-05-12,spring,3,6,301,True,False
I02366,C0184,S09,Preventive Maintenance Plan,2025-02-15,winter,5,6,65,True,True
I02367,C0332,S09,Preventive Maintenance Plan,2026-01-27,winter,3,6,77,True,False
I02368,C0073,S01,General Pest Control,2026-05-04,spring,5,5,45,True,False
I02369,C0346,S01,General Pest Control,2023-09-04,fall,5,4,97,True,True
I02370,C0416,S09,Preventive Maintenance Plan,2025-07-21,summer,4,5,480,True,False
I02371,C0090,S07,Ant & Cockroach Treatment,2023-06-17,summer,2,5,30,True,False
I02372,C0321,S03,Termite Treatment,2024-09-17,fall,4,9,582,False,True
I02373,C0469,S06,Scorpion Control,2023-07-14,summer,3,7,128,True,False
I02374,C0076,S01,General Pest Control,2024-04-21,spring,4,5,557,True,True
I02375,C0092,S02,Termite Inspection,2025-03-11,spring,4,6,705,True,False
I02376,C0267,S07,Ant & Cockroach Treatment,2025-12-23,winter,3,4,285,True,False
I02377,C0361,S07,Ant & Cockroach Treatment,2024-09-17,fall,4,5,338,True,False
I02378,C0084,S03,Termite Treatment,2025-09-26,fall,3,7,303,True,False
I02379,C0300,S03,Termite Treatment,2025-04-19,spring,4,9,178,True,True
I02380,C0037,S09,Preventive Maintenance Plan,2024-08-04,summer,3,5,677,True,True
I02381,C0157,S10,Emergency Pest Response,2025-10-19,fall,3,6,44,True,True
I02382,C0037,S03,Termite Treatment,2024-08-25,summer,3,10,41,True,True
I02383,C0046,S09,Preventive Maintenance Plan,2023-07-18,summer,5,6,222,True,True
I02384,C0170,S10,Emergency Pest Response,2025-11-16,fall,3,9,494,True,True
I02385,C0024,S04,Bed Bug Treatment,2023-06-02,summer,4,8,316,True,False
I02386,C0383,S09,Preventive Maintenance Plan,2025-07-20,summer,2,5,291,True,False
I02387,C0245,S03,Termite Treatment,2025-02-25,winter,3,8,592,True,False
I02388,C0234,S03,Termite Treatment,2026-04-30,spring,3,8,94,True,True
I02389,C0234,S01,General Pest Control,2025-10-08,fall,5,5,586,True,False
I02390,C0037,S02,Termite Inspection,2025-06-02,summer,5,6,332,True,True
I02391,C0328,S02,Termite Inspection,2024-03-19,spring,4,8,476,True,False
I02392,C0208,S03,Termite Treatment,2026-01-17,winter,4,10,437,True,False
I02393,C0305,S09,Preventive Maintenance Plan,2025-11-28,fall,5,4,257,True,True
I02394,C0069,S09,Preventive Maintenance Plan,2025-08-21,summer,5,7,606,True,False
I02395,C0296,S08,Commercial Pest Management,2026-01-26,winter,4,7,401,True,True
I02396,C0183,S03,Termite Treatment,2025-05-24,spring,5,9,132,True,True
I02397,C0193,S08,Commercial Pest Management,2025-03-31,spring,5,5,663,True,True
I02398,C0289,S09,Preventive Maintenance Plan,2023-06-20,summer,3,6,654,True,False
I02399,C0456,S02,Termite Inspection,2023-11-11,fall,3,6,440,True,True
I02400,C0331,S03,Termite Treatment,2025-10-11,fall,5,6,359,True,False
I02401,C0349,S03,Termite Treatment,2024-08-12,summer,4,9,106,True,True
I02402,C0043,S05,Rodent Control,2024-10-15,fall,3,5,638,True,False
I02403,C0126,S02,Termite Inspection,2026-03-28,spring,5,5,177,True,False
I02404,C0169,S09,Preventive Maintenance Plan,2024-12-04,winter,3,5,278,True,True
I02405,C0177,S05,Rodent Control,2023-10-25,fall,5,7,430,True,False
I02406,C0077,S09,Preventive Maintenance Plan,2025-11-29,fall,5,4,312,True,False
I02407,C0500,S01,General Pest Control,2023-08-31,summer,5,7,629,True,True
I02408,C0211,S07,Ant & Cockroach Treatment,2024-05-24,spring,5,6,41,True,False
I02409,C0059,S02,Termite Inspection,2024-05-12,spring,4,7,135,True,False
I02410,C0463,S09,Preventive Maintenance Plan,2025-11-19,fall,4,7,584,True,False
I02411,C0473,S01,General Pest Control,2024-11-10,fall,4,6,379,True,True
I02412,C0457,S02,Termite Inspection,2025-03-04,spring,4,7,671,True,False
I02413,C0173,S02,Termite Inspection,2023-08-08,summer,4,8,528,False,True
I02414,C0383,S06,Scorpion Control,2023-10-07,fall,4,6,643,True,True
I02415,C0355,S09,Preventive Maintenance Plan,2025-11-19,fall,5,7,536,True,True
I02416,C0384,S09,Preventive Maintenance Plan,2024-07-02,summer,4,6,316,True,True
I02417,C0432,S09,Preventive Maintenance Plan,2025-05-26,spring,4,7,685,True,False
I02418,C0150,S03,Termite Treatment,2024-07-23,summer,5,9,43,True,False
I02419,C0074,S05,Rodent Control,2024-12-25,winter,4,6,629,True,False
I02420,C0486,S10,Emergency Pest Response,2023-07-30,summer,5,9,529,True,False
I02421,C0123,S05,Rodent Control,2023-06-07,summer,5,7,651,True,False
I02422,C0220,S01,General Pest Control,2025-01-12,winter,3,5,688,True,False
I02423,C0117,S01,General Pest Control,2024-08-26,summer,3,5,274,True,True
I02424,C0417,S09,Preventive Maintenance Plan,2026-01-04,winter,3,5,70,True,True
I02425,C0412,S06,Scorpion Control,2023-09-28,fall,4,7,501,True,False
I02426,C0184,S08,Commercial Pest Management,2024-09-14,fall,4,7,472,True,False
I02427,C0418,S02,Termite Inspection,2024-09-12,fall,4,5,215,True,True
I02428,C0475,S03,Termite Treatment,2024-06-21,summer,4,10,59,True,True
I02429,C0177,S09,Preventive Maintenance Plan,2023-07-17,summer,3,7,397,True,True
I02430,C0009,S05,Rodent Control,2023-10-06,fall,5,5,78,True,True
I02431,C0212,S10,Emergency Pest Response,2023-05-10,spring,4,6,299,True,False
I02432,C0261,S02,Termite Inspection,2024-01-10,winter,5,7,440,True,False
I02433,C0191,S01,General Pest Control,2025-02-01,winter,4,5,541,True,False
I02434,C0490,S08,Commercial Pest Management,2024-05-31,spring,5,5,263,True,True
I02435,C0345,S01,General Pest Control,2024-11-01,fall,3,6,122,True,True
I02436,C0273,S08,Commercial Pest Management,2023-08-09,summer,5,5,237,True,False
I02437,C0161,S05,Rodent Control,2024-10-26,fall,5,6,375,False,False
I02438,C0243,S02,Termite Inspection,2025-07-22,summer,3,7,144,True,False
I02439,C0439,S09,Preventive Maintenance Plan,2026-04-28,spring,4,7,687,True,True
I02440,C0211,S06,Scorpion Control,2023-07-14,summer,5,6,107,True,True
I02441,C0395,S09,Preventive Maintenance Plan,2024-07-18,summer,4,6,709,True,True
I02442,C0335,S02,Termite Inspection,2024-10-17,fall,4,6,166,True,False
I02443,C0068,S09,Preventive Maintenance Plan,2025-05-28,spring,4,6,330,False,False
I02444,C0051,S03,Termite Treatment,2024-02-28,winter,4,6,71,True,True
I02445,C0246,S06,Scorpion Control,2025-07-06,summer,3,6,310,False,True
I02446,C0212,S03,Termite Treatment,2024-03-16,spring,4,7,261,True,False
I02447,C0311,S02,Termite Inspection,2024-05-23,spring,4,5,42,True,True
I02448,C0347,S08,Commercial Pest Management,2024-03-07,spring,4,7,454,True,False
I02449,C0379,S07,Ant & Cockroach Treatment,2026-03-05,spring,5,5,452,True,True
I02450,C0111,S09,Preventive Maintenance Plan,2024-04-04,spring,3,7,426,True,True
I02451,C0333,S09,Preventive Maintenance Plan,2025-08-22,summer,3,6,402,False,True
I02452,C0205,S02,Termite Inspection,2024-06-27,summer,4,8,583,True,True
I02453,C0272,S07,Ant & Cockroach Treatment,2024-10-23,fall,4,6,359,True,True
I02454,C0104,S10,Emergency Pest Response,2024-02-02,winter,5,9,549,True,False
I02455,C0192,S02,Termite Inspection,2025-08-30,summer,4,7,648,True,True
I02456,C0167,S07,Ant & Cockroach Treatment,2026-04-28,spring,3,5,259,True,True
I02457,C0289,S09,Preventive Maintenance Plan,2026-02-19,winter,3,7,501,True,True
I02458,C0342,S10,Emergency Pest Response,2023-07-12,summer,5,8,52,True,False
I02459,C0358,S08,Commercial Pest Management,2024-02-25,winter,4,6,385,True,True
I02460,C0374,S01,General Pest Control,2024-02-10,winter,4,6,312,True,True
I02461,C0027,S09,Preventive Maintenance Plan,2025-06-27,summer,3,6,58,True,False
I02462,C0407,S01,General Pest Control,2025-06-28,summer,4,5,435,True,False
I02463,C0150,S03,Termite Treatment,2023-12-23,winter,4,9,720,True,True
I02464,C0422,S09,Preventive Maintenance Plan,2023-10-28,fall,5,6,177,False,False
I02465,C0112,S03,Termite Treatment,2026-03-27,spring,5,8,36,True,False
I02466,C0244,S09,Preventive Maintenance Plan,2023-11-27,fall,5,6,102,True,True
I02467,C0129,S03,Termite Treatment,2024-03-01,spring,5,8,195,True,True
I02468,C0466,S10,Emergency Pest Response,2023-12-17,winter,5,6,215,True,False
I02469,C0319,S05,Rodent Control,2023-12-03,winter,5,5,152,True,False
I02470,C0145,S09,Preventive Maintenance Plan,2025-06-08,summer,5,6,426,True,True
I02471,C0320,S05,Rodent Control,2024-08-15,summer,5,5,381,True,True
I02472,C0049,S09,Preventive Maintenance Plan,2025-07-11,summer,5,5,541,True,True
I02473,C0285,S03,Termite Treatment,2025-06-15,summer,5,10,262,True,False
I02474,C0384,S09,Preventive Maintenance Plan,2024-02-03,winter,4,6,566,True,True
I02475,C0359,S06,Scorpion Control,2024-11-15,fall,4,5,600,True,True
I02476,C0114,S10,Emergency Pest Response,2024-10-17,fall,4,6,42,True,False
I02477,C0307,S03,Termite Treatment,2025-03-29,spring,4,9,611,True,False
I02478,C0146,S07,Ant & Cockroach Treatment,2024-01-28,winter,4,5,540,True,False
I02479,C0255,S09,Preventive Maintenance Plan,2024-09-30,fall,5,6,129,True,False
I02480,C0217,S09,Preventive Maintenance Plan,2023-05-13,spring,4,6,211,True,True
I02481,C0369,S09,Preventive Maintenance Plan,2025-05-12,spring,5,6,61,False,True
I02482,C0155,S09,Preventive Maintenance Plan,2024-07-04,summer,4,5,349,True,True
I02483,C0356,S09,Preventive Maintenance Plan,2024-10-06,fall,4,7,634,True,True
I02484,C0471,S01,General Pest Control,2024-03-12,spring,4,6,657,False,True
I02485,C0062,S09,Preventive Maintenance Plan,2025-05-31,spring,5,6,591,True,False
I02486,C0095,S01,General Pest Control,2025-08-02,summer,2,5,282,True,True
I02487,C0025,S09,Preventive Maintenance Plan,2024-09-10,fall,4,5,532,True,False
I02488,C0402,S09,Preventive Maintenance Plan,2024-02-08,winter,4,7,521,True,False
I02489,C0308,S09,Preventive Maintenance Plan,2024-11-19,fall,5,6,131,True,True
I02490,C0243,S03,Termite Treatment,2023-08-29,summer,5,10,574,True,True
I02491,C0454,S04,Bed Bug Treatment,2025-04-29,spring,4,7,235,True,False
I02492,C0108,S09,Preventive Maintenance Plan,2024-06-26,summer,5,6,466,True,False
I02493,C0193,S02,Termite Inspection,2024-07-28,summer,5,7,54,True,True
I02494,C0248,S02,Termite Inspection,2025-10-06,fall,5,6,324,True,True
I02495,C0428,S04,Bed Bug Treatment,2026-01-15,winter,5,6,72,True,False
I02496,C0093,S09,Preventive Maintenance Plan,2023-07-30,summer,4,5,585,True,True
I02497,C0301,S08,Commercial Pest Management,2025-10-30,fall,5,5,577,True,False
I02498,C0421,S09,Preventive Maintenance Plan,2026-01-11,winter,4,6,83,True,True
I02499,C0201,S08,Commercial Pest Management,2024-01-19,winter,3,5,566,True,False
I02500,C0185,S01,General Pest Control,2023-05-19,spring,4,5,498,True,True
I02501,C0445,S09,Preventive Maintenance Plan,2023-10-25,fall,4,6,104,True,True
I02502,C0118,S01,General Pest Control,2024-05-19,spring,5,5,420,True,True
I02503,C0194,S02,Termite Inspection,2023-07-17,summer,5,6,327,True,True
I02504,C0435,S03,Termite Treatment,2025-02-07,winter,3,7,211,True,False
I02505,C0047,S03,Termite Treatment,2023-05-09,spring,5,8,441,True,True
I02506,C0297,S02,Termite Inspection,2024-04-04,spring,5,7,462,True,False
I02507,C0060,S09,Preventive Maintenance Plan,2024-03-17,spring,5,6,671,True,True
I02508,C0184,S03,Termite Treatment,2024-06-15,summer,5,10,40,True,False
I02509,C0400,S03,Termite Treatment,2024-01-10,winter,4,8,224,True,True
I02510,C0292,S01,General Pest Control,2025-02-27,winter,4,5,489,True,False
I02511,C0433,S03,Termite Treatment,2024-05-28,spring,5,7,682,True,True
I02512,C0494,S01,General Pest Control,2025-11-28,fall,5,4,365,False,True
I02513,C0301,S03,Termite Treatment,2025-09-27,fall,5,9,727,True,False
I02514,C0067,S02,Termite Inspection,2024-04-17,spring,4,7,613,True,False
I02515,C0325,S01,General Pest Control,2026-03-29,spring,3,4,236,True,False
I02516,C0375,S10,Emergency Pest Response,2025-09-03,fall,4,8,510,True,False
I02517,C0045,S02,Termite Inspection,2024-01-06,winter,5,6,427,True,True
I02518,C0170,S04,Bed Bug Treatment,2026-02-16,winter,5,8,409,True,True
I02519,C0310,S03,Termite Treatment,2025-03-03,spring,5,9,72,True,False
I02520,C0480,S02,Termite Inspection,2024-02-08,winter,4,5,355,True,True
I02521,C0464,S09,Preventive Maintenance Plan,2026-01-29,winter,5,6,379,True,True
I02522,C0138,S04,Bed Bug Treatment,2023-08-08,summer,4,8,430,True,False
I02523,C0311,S02,Termite Inspection,2025-12-21,winter,4,4,95,True,True
I02524,C0072,S03,Termite Treatment,2026-02-11,winter,5,7,481,True,False
I02525,C0380,S06,Scorpion Control,2025-07-02,summer,5,8,324,True,True
I02526,C0291,S01,General Pest Control,2026-03-28,spring,5,5,96,True,False
I02527,C0466,S01,General Pest Control,2023-11-08,fall,5,6,203,True,True
I02528,C0202,S01,General Pest Control,2026-03-17,spring,4,4,269,True,False
I02529,C0282,S06,Scorpion Control,2024-05-26,spring,5,7,426,True,False
I02530,C0443,S05,Rodent Control,2024-03-19,spring,4,4,105,True,True
I02531,C0126,S09,Preventive Maintenance Plan,2024-07-07,summer,3,7,615,True,False
I02532,C0094,S09,Preventive Maintenance Plan,2025-11-05,fall,5,6,273,True,True
I02533,C0238,S02,Termite Inspection,2023-07-23,summer,2,9,681,True,True
I02534,C0276,S09,Preventive Maintenance Plan,2024-06-07,summer,4,4,259,True,False
I02535,C0169,S08,Commercial Pest Management,2024-03-25,spring,5,6,427,True,True
I02536,C0300,S09,Preventive Maintenance Plan,2023-11-10,fall,4,4,177,True,False
I02537,C0243,S09,Preventive Maintenance Plan,2024-10-11,fall,5,5,584,True,True
I02538,C0191,S01,General Pest Control,2026-01-02,winter,4,6,445,True,True
I02539,C0431,S03,Termite Treatment,2024-02-10,winter,5,8,493,True,False
I02540,C0117,S07,Ant & Cockroach Treatment,2025-11-14,fall,4,6,166,True,False
I02541,C0038,S02,Termite Inspection,2025-11-30,fall,5,6,225,True,True
I02542,C0458,S04,Bed Bug Treatment,2024-08-27,summer,5,9,504,True,True
I02543,C0128,S09,Preventive Maintenance Plan,2026-01-19,winter,4,7,413,True,False
I02544,C0401,S03,Termite Treatment,2025-06-15,summer,5,10,493,True,True
I02545,C0229,S09,Preventive Maintenance Plan,2023-05-25,spring,5,6,668,True,True
I02546,C0231,S01,General Pest Control,2024-07-18,summer,4,7,423,True,True
I02547,C0310,S09,Preventive Maintenance Plan,2025-04-24,spring,4,6,54,True,False
I02548,C0364,S10,Emergency Pest Response,2024-09-01,fall,5,9,726,True,False
I02549,C0426,S06,Scorpion Control,2023-09-26,fall,5,5,618,True,False
I02550,C0025,S06,Scorpion Control,2023-06-12,summer,5,8,528,True,False
I02551,C0363,S07,Ant & Cockroach Treatment,2023-05-25,spring,4,7,573,True,False
I02552,C0426,S01,General Pest Control,2025-01-25,winter,4,4,51,False,True
I02553,C0109,S09,Preventive Maintenance Plan,2024-06-14,summer,3,5,369,True,False
I02554,C0156,S01,General Pest Control,2023-12-10,winter,5,5,248,True,True
I02555,C0454,S02,Termite Inspection,2025-08-27,summer,5,9,353,True,False
I02556,C0261,S01,General Pest Control,2025-08-10,summer,4,4,340,True,True
I02557,C0089,S01,General Pest Control,2023-08-28,summer,3,4,185,True,False
I02558,C0206,S02,Termite Inspection,2025-07-26,summer,5,9,595,True,True
I02559,C0184,S09,Preventive Maintenance Plan,2024-01-31,winter,4,4,285,True,True
I02560,C0410,S09,Preventive Maintenance Plan,2026-04-13,spring,4,5,168,True,False
I02561,C0227,S03,Termite Treatment,2023-09-21,fall,4,8,50,False,False
I02562,C0005,S04,Bed Bug Treatment,2025-02-20,winter,3,7,216,True,True
